VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,9/25/2017 20:14,9/25/2017 20:22,1,1.4,1,N,249,79,2,7,0.5,0.5,0,0,0.3,8.3
2,6/5/2017 15:13,6/5/2017 15:18,1,0.76,1,N,239,142,2,5.5,0,0.5,0,0,0.3,6.3
2,3/22/2017 21:56,3/22/2017 22:21,1,7.01,1,N,13,237,1,23,0.5,0.5,4.86,0,0.3,29.16
2,5/24/2017 7:42,5/24/2017 7:51,1,0.93,1,N,68,230,2,7,0,0.5,0,0,0.3,7.8
1,12/10/2017 9:22,12/10/2017 9:26,1,1.4,1,N,48,68,2,6,0,0.5,0,0,0.3,6.8
1,10/19/2017 13:18,10/19/2017 13:27,1,1.5,1,N,151,43,1,8.5,0,0.5,3,0,0.3,12.3
1,2/1/2017 11:25,2/1/2017 11:51,2,2.2,1,N,249,230,1,16,0,0.5,3.35,0,0.3,20.15
1,8/16/2017 9:44,8/16/2017 9:51,1,0.7,1,N,234,170,2,6,0,0.5,0,0,0.3,6.8
2,7/15/2017 22:01,7/15/2017 22:05,1,1.35,1,N,142,239,1,6,0.5,0.5,1.82,0,0.3,9.12
2,8/6/2017 15:28,8/6/2017 15:35,1,0.62,1,N,90,234,1,6,0,0.5,1,0,0.3,7.8
2,7/13/2017 17:25,7/13/2017 17:28,2,0.61,1,N,236,262,1,4,1,0.5,1.16,0,0.3,6.96
2,5/24/2017 22:52,5/24/2017 22:57,1,1.31,1,N,170,107,1,6,0.5,0.5,1.82,0,0.3,9.12
1,5/25/2017 20:42,5/25/2017 20:49,1,0.9,1,N,264,264,2,6,0.5,0.5,0,0,0.3,7.3
2,2/9/2017 0:11,2/9/2017 0:20,1,2.35,1,N,107,230,1,9,0.5,0.5,1.7,0,0.3,12
1,9/13/2017 14:10,9/13/2017 14:20,1,0.8,1,N,125,211,1,7.5,0,0.5,1,0,0.3,9.3
1,9/9/2017 14:20,9/9/2017 14:26,2,1.3,1,N,143,238,2,6.5,0,0.5,0,0,0.3,7.3
2,5/6/2017 20:53,5/6/2017 20:54,1,0.14,1,N,100,68,2,3,0.5,0.5,0,0,0.3,4.3
1,10/21/2017 16:05,10/21/2017 16:19,2,1.1,1,N,186,163,1,9.5,0,0.5,2,0,0.3,12.3
1,10/19/2017 0:33,10/19/2017 0:45,1,2.5,1,N,164,148,1,11,0.5,0.5,1.5,0,0.3,13.8
1,9/30/2017 23:24,9/30/2017 23:34,1,1.2,1,N,68,48,1,8,0.5,0.5,2.75,0,0.3,12.05
1,5/15/2017 12:32,5/15/2017 12:57,1,1.3,1,N,162,163,2,15,0,0.5,0,0,0.3,15.8
1,12/19/2017 12:42,12/19/2017 13:01,1,2.1,1,N,239,262,1,14,0,0.5,2,0,0.3,16.8
1,1/24/2017 8:40,1/24/2017 8:45,1,0.5,1,N,186,246,1,5,0,0.5,0.28,0,0.3,6.08
1,7/18/2017 10:38,7/18/2017 11:24,4,8.6,1,N,138,230,2,33.5,0,0.5,0,5.76,0.3,40.06
2,2/18/2017 23:52,2/19/2017 0:06,1,1.63,1,N,148,107,2,10.5,0.5,0.5,0,0,0.3,11.8
1,9/19/2017 1:13,9/19/2017 1:45,1,12.3,1,N,211,127,1,37,0.5,0.5,2,0,0.3,40.3
1,11/6/2017 12:30,11/6/2017 12:58,1,5.5,1,N,261,162,1,23.5,0,0.5,4.85,0,0.3,29.15
2,12/5/2017 10:38,12/5/2017 11:05,1,3.19,1,N,48,144,2,18,0,0.5,0,0,0.3,18.8
1,1/21/2017 0:40,1/21/2017 0:47,2,0.8,1,N,234,107,1,6,0.5,0.5,1.45,0,0.3,8.75
1,6/13/2017 22:22,6/13/2017 22:52,1,12.6,1,N,142,174,1,37,0.5,0.5,7.65,0,0.3,45.95
1,11/29/2017 0:06,11/29/2017 0:23,1,4.8,1,N,97,233,1,17,0.5,0.5,4.55,0,0.3,22.85
1,7/21/2017 14:24,7/21/2017 14:31,1,0.4,1,N,186,170,1,6,0,0.5,1,0,0.3,7.8
1,4/7/2017 11:16,4/7/2017 11:39,1,6.5,1,N,13,162,1,21.5,0,0.5,4.45,0,0.3,26.75
1,5/4/2017 16:10,5/4/2017 16:21,2,1.4,1,N,237,263,1,8.5,1,0.5,2.05,0,0.3,12.35
2,1/1/2017 3:02,1/1/2017 3:03,1,0,5,N,265,265,1,100,0,0.5,20.16,0,0.3,120.96
1,8/7/2017 9:44,8/7/2017 10:11,4,6.4,1,N,170,261,2,23,0,0.5,0,0,0.3,23.8
1,10/10/2017 3:28,10/10/2017 3:47,1,6.4,1,N,263,82,1,20.5,0.5,0.5,0,0,0.3,21.8
1,8/30/2017 17:12,8/30/2017 17:33,1,2.5,1,N,43,164,2,15,1,0.5,0,0,0.3,16.8
1,12/13/2017 12:47,12/13/2017 13:05,1,2,1,N,161,236,1,13,0,0.5,2.75,0,0.3,16.55
2,4/29/2017 20:39,4/29/2017 20:59,1,2.68,1,N,140,164,1,14,0.5,0.5,3.82,0,0.3,19.12
2,1/24/2017 20:06,1/24/2017 20:15,1,1.63,1,N,161,107,1,8,0.5,0.5,1.86,0,0.3,11.16
2,9/3/2017 2:08,9/3/2017 2:31,3,6.97,1,N,107,89,1,23.5,0.5,0.5,6.2,0,0.3,31
2,7/19/2017 22:58,7/19/2017 23:12,1,1.33,1,N,230,90,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,4/2/2017 9:51,4/2/2017 9:58,1,1.02,1,N,70,129,2,6,0,0.5,0,0,0.3,6.8
2,10/14/2017 14:14,10/14/2017 14:31,3,1.5,1,N,68,107,1,11.5,0,0.5,2.46,0,0.3,14.76
2,10/21/2017 18:23,10/21/2017 18:26,6,0.67,1,N,24,238,1,4.5,0,0.5,2.08,0,0.3,7.38
1,3/19/2017 1:47,3/19/2017 1:49,1,0.5,1,N,230,163,2,4,0.5,0.5,0,0,0.3,5.3
1,12/15/2017 21:32,12/15/2017 21:54,1,9.5,1,N,138,141,1,28,0.5,0.5,8.75,5.76,0.3,43.81
1,3/20/2017 22:08,3/20/2017 22:15,1,0.8,1,N,164,107,1,6,0.5,0.5,1.45,0,0.3,8.75
1,4/6/2017 8:14,4/6/2017 8:20,1,0.4,1,N,229,162,1,5.5,0,0.5,2,0,0.3,8.3
2,9/15/2017 9:23,9/15/2017 9:40,1,1.86,1,N,237,161,2,12,0,0.5,0,0,0.3,12.8
2,3/18/2017 14:15,3/18/2017 14:21,1,0.19,1,N,249,90,2,5,0,0.5,0,0,0.3,5.8
1,3/27/2017 10:14,3/27/2017 10:28,1,2.4,1,N,238,162,1,11.5,0,0.5,2.45,0,0.3,14.75
2,1/8/2017 19:39,1/8/2017 19:45,1,1.13,1,N,163,100,2,6,0,0.5,0,0,0.3,6.8
2,7/16/2017 10:05,7/16/2017 10:19,1,4.82,1,N,87,246,1,16.5,0,0.5,2,0,0.3,19.3
2,5/19/2017 22:30,5/19/2017 22:38,3,1.6,1,N,163,236,1,7.5,0.5,0.5,2.2,0,0.3,11
1,4/6/2017 12:51,4/6/2017 13:03,1,1.7,1,N,170,79,2,9.5,0,0.5,0,0,0.3,10.3
2,9/27/2017 7:40,9/27/2017 7:58,5,3.25,1,N,238,68,1,13.5,0,0.5,2.86,0,0.3,17.16
1,2/28/2017 17:42,2/28/2017 17:54,1,1.1,1,N,164,233,1,9,1,0.5,2.15,0,0.3,12.95
2,3/9/2017 7:31,3/9/2017 7:42,1,1.9,1,N,234,211,1,9.5,0,0.5,1.1,0,0.3,11.4
1,9/28/2017 10:50,9/28/2017 10:56,1,0.7,1,N,162,163,1,6,0,0.5,1.35,0,0.3,8.15
2,1/2/2017 19:04,1/2/2017 19:20,1,4.44,5,N,79,265,2,35,0,0.5,0,12.5,0.3,48.3
2,11/22/2017 19:08,11/22/2017 19:20,1,1.41,1,N,238,143,1,9,1,0.5,2.7,0,0.3,13.5
2,3/10/2017 7:44,3/10/2017 7:59,2,2.62,1,N,163,107,2,12,0,0.5,0,0,0.3,12.8
2,12/4/2017 13:24,12/4/2017 13:46,1,5.93,1,N,162,87,2,21.5,0,0.5,0,0,0.3,22.3
2,2/14/2017 7:21,2/14/2017 7:29,1,2.63,1,N,170,4,1,10.5,0,0.5,2.82,0,0.3,14.12
2,9/22/2017 21:14,9/22/2017 21:21,5,1.78,1,N,142,151,1,7.5,0.5,0.5,1.32,0,0.3,10.12
2,9/21/2017 16:28,9/21/2017 16:43,1,1.17,1,N,237,161,1,10,1,0.5,2.95,0,0.3,14.75
2,10/24/2017 9:51,10/24/2017 10:07,1,1.62,1,N,143,163,1,10.5,0,0.5,1,0,0.3,12.3
1,5/19/2017 23:36,5/19/2017 23:47,1,1.4,1,N,211,148,1,8.5,0.5,0.5,1.95,0,0.3,11.75
2,7/7/2017 20:02,7/7/2017 20:12,3,1.68,1,N,239,151,1,9,0.5,0.5,2.06,0,0.3,12.36
2,6/21/2017 6:27,6/21/2017 6:32,1,1.06,1,N,229,161,1,5.5,0,0.5,1.26,0,0.3,7.56
1,11/18/2017 22:08,11/18/2017 22:18,2,2.3,1,N,142,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
2,2/26/2017 14:59,2/26/2017 15:04,1,0.67,1,N,262,236,1,5,0,0.5,1.16,0,0.3,6.96
2,4/26/2017 12:23,4/26/2017 12:38,1,1.71,1,N,163,43,2,11,0,0.5,0,0,0.3,11.8
2,1/1/2017 0:47,1/1/2017 0:51,1,0.8,1,N,238,151,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,1/1/2017 8:55,1/1/2017 9:02,6,2.28,1,N,234,237,2,8.5,0,0.5,0,0,0.3,9.3
2,2/3/2017 11:24,2/3/2017 11:41,1,1.45,1,N,107,161,1,11.5,0,0.5,2.46,0,0.3,14.76
1,3/27/2017 20:28,3/27/2017 20:36,1,1.7,1,N,164,79,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,6/28/2017 15:23,6/28/2017 16:21,6,8.46,1,N,144,166,2,39.5,0,0.5,0,0,0.3,40.3
1,3/8/2017 16:11,3/8/2017 16:11,1,0,1,N,233,264,3,24,1,0.5,0,0,0.3,25.8
2,1/5/2017 22:32,1/5/2017 22:36,2,0.75,1,N,264,264,2,4.5,0.5,0.5,0,0,0.3,5.8
2,6/23/2017 7:31,6/23/2017 7:41,2,1.63,1,N,263,162,1,8.5,0,0.5,1.86,0,0.3,11.16
2,5/23/2017 19:54,5/23/2017 20:08,5,2.17,1,N,230,249,2,11,1,0.5,0,0,0.3,12.8
2,6/2/2017 10:00,6/2/2017 10:05,1,0.83,1,N,141,162,2,5.5,0,0.5,0,0,0.3,6.3
1,12/1/2017 22:40,12/1/2017 22:40,1,2,1,N,162,162,4,2.5,0.5,0.5,0,0,0.3,3.8
2,3/11/2017 22:36,3/11/2017 22:48,5,1.48,1,N,114,186,1,9,0.5,0.5,2.58,0,0.3,12.88
2,10/11/2017 18:01,10/11/2017 18:08,1,0.88,1,N,229,237,2,6.5,1,0.5,0,0,0.3,8.3
1,3/12/2017 18:54,3/12/2017 19:09,1,2,1,N,142,186,1,11,0,0.5,2.35,0,0.3,14.15
2,12/16/2017 16:20,12/16/2017 16:31,1,1.46,1,N,234,144,2,8.5,0,0.5,0,0,0.3,9.3
2,6/27/2017 18:34,6/27/2017 18:52,1,3.4,1,N,170,262,1,14.5,1,0.5,4.08,0,0.3,20.38
2,4/2/2017 10:43,4/2/2017 10:46,1,0.54,1,N,48,163,1,4,0,0.5,0,0,0.3,4.8
2,4/6/2017 20:24,4/6/2017 20:40,1,5.93,1,N,263,79,2,19,0.5,0.5,0,0,0.3,20.3
1,7/12/2017 9:14,7/12/2017 9:27,1,2.1,1,N,264,238,1,11,0,0.5,2.35,0,0.3,14.15
1,10/25/2017 20:35,10/25/2017 20:42,1,1.4,1,N,48,246,2,7,0.5,0.5,0,0,0.3,8.3
1,10/31/2017 17:33,10/31/2017 17:45,1,4.8,1,N,231,233,2,16,1,0.5,0,0,0.3,17.8
2,3/16/2017 15:05,3/16/2017 15:43,5,1.61,1,N,163,43,1,21,0,0.5,4.36,0,0.3,26.16
2,7/18/2017 21:08,7/18/2017 21:20,1,1.69,1,N,141,230,1,9.5,0.5,0.5,3.24,0,0.3,14.04
1,9/26/2017 22:32,9/26/2017 22:43,2,2.5,1,N,143,41,2,10.5,0.5,0.5,0,0,0.3,11.8
1,5/7/2017 18:07,5/7/2017 18:16,2,1.6,1,N,186,229,1,8.5,0,0.5,2,0,0.3,11.3
1,10/31/2017 9:28,10/31/2017 9:39,1,1,1,N,143,163,1,8.5,0,0.5,2.75,0,0.3,12.05
2,7/19/2017 8:51,7/19/2017 9:09,1,2.56,1,N,68,231,1,14.5,0,0.5,3.06,0,0.3,18.36
2,8/8/2017 16:00,8/8/2017 16:07,1,1.49,1,N,237,236,1,7,1,0.5,0,0,0.3,8.8
1,3/24/2017 18:58,3/24/2017 19:05,1,1.2,1,N,239,238,1,7.5,1,0.5,1.85,0,0.3,11.15
1,8/2/2017 17:38,8/2/2017 17:45,1,1,1,N,264,264,1,6.5,1,0.5,1,0,0.3,9.3
2,5/21/2017 22:24,5/21/2017 22:31,1,1.29,1,N,144,249,1,7,0.5,0.5,1.66,0,0.3,9.96
1,5/19/2017 22:46,5/19/2017 23:05,1,2.2,1,N,48,90,2,13,0.5,0.5,0,0,0.3,14.3
1,11/11/2017 14:13,11/11/2017 14:42,3,3.7,1,N,13,100,2,20.5,0,0.5,0,0,0.3,21.3
2,7/18/2017 21:00,7/18/2017 21:08,1,1.15,1,N,100,230,1,7,0.5,0.5,2,0,0.3,10.3
2,5/6/2017 19:27,5/6/2017 19:38,2,2.67,1,N,239,75,1,10.5,0,0.5,2.26,0,0.3,13.56
1,4/13/2017 10:23,4/13/2017 11:06,1,15.8,1,N,138,261,1,46,0,0.5,10.5,5.76,0.3,63.06
1,1/22/2017 21:01,1/22/2017 21:11,1,2.8,1,N,211,65,1,11,0.5,0.5,2.45,0,0.3,14.75
2,3/22/2017 17:28,3/22/2017 17:34,1,0.27,1,N,162,162,1,6,1,0.5,1.56,0,0.3,9.36
1,12/9/2017 20:24,12/9/2017 20:40,2,1.6,1,N,107,158,1,10.5,0.5,0.5,2.2,0,0.3,14
1,5/12/2017 18:38,5/12/2017 18:53,1,1.5,1,N,90,79,1,11,1,0.5,2.55,0,0.3,15.35
1,1/6/2017 8:05,1/6/2017 8:24,2,2.9,1,N,229,238,1,14,0,0.5,1,0,0.3,15.8
2,12/23/2017 21:26,12/23/2017 21:42,1,2.55,1,N,114,68,2,12.5,0.5,0.5,0,0,0.3,13.8
2,1/29/2017 17:24,1/29/2017 17:37,1,1.21,1,N,113,231,2,9,0,0.5,0,0,0.3,9.8
2,3/25/2017 1:14,3/25/2017 1:16,2,0.52,1,N,48,68,2,3.5,0.5,0.5,0,0,0.3,4.8
2,11/21/2017 19:47,11/21/2017 19:53,1,0.79,1,N,162,170,2,5.5,1,0.5,0,0,0.3,7.3
1,6/7/2017 18:20,6/7/2017 18:28,1,1.2,1,N,238,41,1,7.5,1,0.5,1.85,0,0.3,11.15
1,8/4/2017 10:45,8/4/2017 10:55,1,1.8,1,N,226,145,1,9.5,0,0.5,1.55,0,0.3,11.85
1,7/26/2017 21:09,7/26/2017 21:37,4,6.7,5,N,68,265,2,60,0,0,0,10.5,0.3,70.8
2,12/6/2017 18:41,12/6/2017 18:52,2,1.29,1,N,249,79,1,8.5,1,0.5,2.06,0,0.3,12.36
2,4/13/2017 9:14,4/13/2017 9:19,1,0.94,1,N,164,186,1,5.5,0,0.5,1.58,0,0.3,7.88
1,7/17/2017 9:36,7/17/2017 9:49,1,1.7,1,N,140,142,1,9.5,0,0.5,2.05,0,0.3,12.35
2,6/18/2017 0:19,6/18/2017 0:28,6,2.33,1,N,100,140,2,9,0.5,0.5,0,0,0.3,10.3
1,11/15/2017 11:42,11/15/2017 12:10,1,9.7,1,N,170,138,1,31.5,0,0.5,7.6,5.76,0.3,45.66
1,6/22/2017 16:59,6/22/2017 17:13,1,0.3,1,N,107,107,2,9,1,0.5,0,0,0.3,10.8
2,9/11/2017 20:19,9/11/2017 20:32,5,1.4,1,N,141,161,2,9.5,0.5,0.5,0,0,0.3,10.8
2,12/7/2017 12:51,12/7/2017 12:58,1,0.6,1,N,161,163,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2/28/2017 4:58,2/28/2017 5:14,1,4.49,1,N,238,244,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2/23/2017 7:49,2/23/2017 7:56,1,0.88,1,N,262,237,1,6.5,0,0.5,1.46,0,0.3,8.76
1,11/19/2017 20:33,11/19/2017 20:38,1,0.9,1,N,234,90,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,3/4/2017 11:29,3/4/2017 11:39,3,1.5,1,N,237,229,2,9,0,0.5,0,0,0.3,9.8
2,5/12/2017 0:57,5/12/2017 1:02,1,0.5,1,N,158,249,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,4/24/2017 23:31,4/24/2017 23:32,1,0,1,N,152,152,3,2.5,0.5,0.5,0,0,0.3,3.8
2,3/22/2017 10:44,3/22/2017 11:02,1,2.49,1,N,161,68,1,12.5,0,0.5,2.66,0,0.3,15.96
2,4/4/2017 8:57,4/4/2017 9:07,1,1.87,1,N,141,75,1,9,0,0.5,1,0,0.3,10.8
2,8/18/2017 4:52,8/18/2017 5:00,1,2.91,1,N,7,229,1,10.5,0.5,0.5,1.5,0,0.3,13.3
1,5/12/2017 11:47,5/12/2017 11:59,1,1.5,1,N,107,114,1,9.5,0,0.5,2.05,0,0.3,12.35
2,6/9/2017 15:21,6/9/2017 15:28,1,0.62,1,N,229,141,2,6,0,0.5,0,0,0.3,6.8
1,9/6/2017 10:17,9/6/2017 10:25,1,0.9,1,N,236,75,1,6.5,0,0.5,1.8,0,0.3,9.1
1,4/23/2017 2:22,4/23/2017 2:24,2,1.2,1,N,68,48,2,5,0.5,0.5,0,0,0.3,6.3
1,11/24/2017 19:38,11/24/2017 19:49,2,2.2,1,N,249,68,1,10,1,0.5,2.36,0,0.3,14.16
2,4/25/2017 8:48,4/25/2017 9:23,1,2.93,1,N,140,186,1,22.5,0,0.5,0,0,0.3,23.3
2,5/15/2017 20:16,5/15/2017 20:28,6,1.95,1,N,48,170,1,10,0.5,0.5,2.26,0,0.3,13.56
2,10/30/2017 18:09,10/30/2017 18:26,1,2.98,1,N,163,151,1,13.5,1,0.5,3.06,0,0.3,18.36
2,4/7/2017 7:23,4/7/2017 7:34,6,2.18,1,N,236,161,1,10,0,0.5,2.16,0,0.3,12.96
2,2/12/2017 17:45,2/12/2017 17:51,1,0.98,1,N,148,79,2,6,0,0.5,0,0,0.3,6.8
1,4/21/2017 9:10,4/21/2017 9:27,1,7.1,1,N,263,12,1,21.5,0,0.5,3.35,0,0.3,25.65
2,10/5/2017 20:38,10/5/2017 21:23,5,9.18,1,N,138,230,2,37,0.5,0.5,0,5.76,0.3,44.06
1,6/2/2017 5:48,6/2/2017 5:52,1,1.6,1,N,237,75,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,12/3/2017 0:52,12/3/2017 0:58,1,1.79,1,N,263,74,2,7.5,0.5,0.5,0,0,0.3,8.8
1,4/29/2017 0:38,4/29/2017 1:10,3,11,1,N,158,123,2,35,0.5,0.5,0,5.76,0.3,42.06
1,12/28/2017 20:25,12/28/2017 20:31,1,1.1,1,N,211,113,1,6,0.5,0.5,1,0,0.3,8.3
2,2/6/2017 15:10,2/6/2017 15:15,2,0.91,1,N,68,234,2,5.5,0,0.5,0,0,0.3,6.3
1,6/20/2017 18:33,6/20/2017 18:43,1,0.7,1,N,90,107,2,7.5,1,0.5,0,0,0.3,9.3
2,4/7/2017 23:49,4/7/2017 23:57,1,0.57,1,N,148,232,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,8/9/2017 1:22,8/9/2017 1:25,2,0.64,1,N,141,140,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,11/22/2017 0:16,11/22/2017 0:35,1,6.68,1,N,138,160,1,22.5,0.5,0.5,10,0,0.3,33.8
2,8/23/2017 13:52,8/23/2017 14:06,1,2.3,1,N,237,48,1,11.5,0,0.5,0.5,0,0.3,12.8
1,1/6/2017 19:17,1/6/2017 19:25,2,1.5,1,N,237,43,1,7.5,1,0.5,1.86,0,0.3,11.16
2,4/18/2017 6:45,4/18/2017 6:58,1,2.04,1,N,107,246,1,11,0,0.5,2.36,0,0.3,14.16
2,12/4/2017 18:02,12/4/2017 18:34,1,3.63,1,N,163,151,1,20.5,1,0.5,2,0,0.3,24.3
2,4/10/2017 14:48,4/10/2017 14:55,4,0.94,1,N,141,237,1,6.5,0,0.5,1.46,0,0.3,8.76
2,4/2/2017 15:46,4/2/2017 16:05,2,2.09,1,N,229,142,2,13.5,0,0.5,0,0,0.3,14.3
2,10/12/2017 14:06,10/12/2017 14:20,1,1.45,1,N,239,236,1,10,0,0.5,2.16,0,0.3,12.96
1,3/30/2017 23:21,3/30/2017 23:47,1,7.5,1,N,68,41,2,26,0.5,0.5,0,0,0.3,27.3
1,3/16/2017 23:21,3/16/2017 23:33,1,2.3,1,N,229,234,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,10/15/2017 13:12,10/15/2017 13:29,1,3.67,1,N,142,137,1,14.5,0,0.5,1,0,0.3,16.3
2,1/22/2017 0:55,1/22/2017 0:57,1,0.57,1,N,164,234,2,4,0.5,0.5,0,0,0.3,5.3
2,4/1/2017 14:41,4/1/2017 14:57,6,2.35,1,N,161,114,2,12.5,0,0.5,0,0,0.3,13.3
2,4/20/2017 14:29,4/20/2017 15:04,1,12.69,1,N,161,93,1,38,0,0.5,8.91,5.76,0.3,53.47
2,4/1/2017 22:15,4/1/2017 22:28,1,2.11,1,N,230,239,1,11,0.5,0.5,2.46,0,0.3,14.76
2,1/26/2017 8:30,1/26/2017 8:40,5,1,1,N,164,162,2,8,0,0.5,0,0,0.3,8.8
1,8/15/2017 10:13,8/15/2017 10:18,1,0.6,1,N,140,229,2,5.5,0,0.5,0,0,0.3,6.3
1,11/17/2017 14:26,11/17/2017 14:31,1,1,1,N,186,68,1,5.5,0,0.5,1.25,0,0.3,7.55
2,7/15/2017 21:05,7/15/2017 21:14,1,2.16,1,N,151,42,1,9,0.5,0.5,0,0,0.3,10.3
1,12/4/2017 21:27,12/4/2017 21:33,1,1.6,1,N,186,50,2,7,0.5,0.5,0,0,0.3,8.3
2,12/13/2017 9:12,12/13/2017 9:20,1,1.44,1,N,142,186,1,7.5,0,0.5,2.49,0,0.3,10.79
2,4/6/2017 12:48,4/6/2017 12:51,1,0.32,1,N,234,90,2,4.5,0,0.5,0,0,0.3,5.3
2,4/16/2017 8:35,4/16/2017 8:46,5,2.84,1,N,162,158,2,11,0,0.5,0,0,0.3,11.8
2,1/5/2017 17:55,1/5/2017 18:46,1,6.92,1,N,87,71,1,32,1,0.5,5.07,0,0.3,43.82
2,5/1/2017 17:28,5/1/2017 17:33,6,1,1,N,246,249,1,5.5,1,0.5,2.19,0,0.3,9.49
2,3/29/2017 20:19,3/29/2017 20:33,1,1.74,1,N,164,249,1,10,0.5,0.5,2.26,0,0.3,13.56
2,6/28/2017 14:16,6/28/2017 14:34,2,1.69,1,N,164,229,1,12.5,0,0.5,1,0,0.3,14.3
1,6/7/2017 10:22,6/7/2017 10:28,1,0.3,1,N,170,162,1,5.5,0,0.5,1.25,0,0.3,7.55
2,3/19/2017 23:14,3/19/2017 23:44,5,13.2,1,N,138,158,2,39,0.5,0.5,0,5.54,0.3,45.84
2,1/22/2017 5:05,1/22/2017 5:07,2,0.42,1,N,230,161,1,3.5,0.5,0.5,1.44,0,0.3,6.24
1,2/3/2017 14:14,2/3/2017 14:23,1,0.6,1,N,161,163,1,7,0,0.5,1.55,0,0.3,9.35
2,1/24/2017 11:12,1/24/2017 11:25,1,1.07,1,N,113,211,1,9,0,0.5,1.5,0,0.3,11.3
2,8/16/2017 2:32,8/16/2017 3:02,2,7.66,1,N,158,223,1,26.5,0.5,0.5,2,0,0.3,29.8
2,1/23/2017 8:49,1/23/2017 9:13,2,3.18,1,N,238,161,1,16.5,0,0.5,2,0,0.3,19.3
2,6/23/2017 17:42,6/23/2017 17:57,1,1.9,1,N,230,229,2,10.5,1,0.5,0,0,0.3,12.3
2,5/8/2017 22:35,5/8/2017 22:43,5,3.14,1,N,116,238,1,11,0.5,0.5,0,0,0.3,12.3
2,10/20/2017 14:44,10/20/2017 15:19,1,9.2,1,N,142,127,1,30,0,0.5,0,0,0.3,30.8
2,12/21/2017 20:40,12/21/2017 20:48,1,0.76,1,N,161,237,2,6,0.5,0.5,0,0,0.3,7.3
2,8/6/2017 1:39,8/6/2017 1:44,6,1.21,1,N,113,186,2,6,0.5,0.5,0,0,0.3,7.3
2,5/4/2017 19:13,5/4/2017 19:26,1,3.16,1,N,141,107,1,12.5,1,0.5,2,0,0.3,16.3
1,2/14/2017 10:15,2/14/2017 10:23,1,1,1,N,75,263,1,7,0,0.5,1,0,0.3,8.8
2,1/6/2017 4:11,1/6/2017 4:15,3,0.7,1,N,148,232,1,5,0.5,0.5,1.26,0,0.3,7.56
2,7/29/2017 16:36,7/29/2017 16:42,1,0.75,1,N,237,162,2,6,0,0.5,0,0,0.3,6.8
1,5/13/2017 15:25,5/13/2017 15:43,1,2.8,1,N,36,17,1,11.5,0,0.5,1,0,0.3,13.3
1,4/14/2017 21:25,4/14/2017 21:41,1,4.1,1,N,263,116,1,16,0.5,0.5,3,0,0.3,20.3
1,10/25/2017 15:33,10/25/2017 15:40,1,1.5,1,N,246,90,1,7,0,0.5,1.95,0,0.3,9.75
1,9/6/2017 15:06,9/6/2017 15:11,1,0.5,1,N,211,249,1,5.5,0,0.5,1.55,0,0.3,7.85
1,4/17/2017 18:12,4/17/2017 18:19,1,0.7,1,N,170,234,1,6.5,1,0.5,0.7,0,0.3,9
2,6/21/2017 15:37,6/21/2017 15:51,1,3.56,1,N,209,137,1,13,0,0.5,3.45,0,0.3,17.25
2,1/28/2017 13:00,1/28/2017 13:12,1,1.75,1,N,137,114,1,9.5,0,0.5,1.03,0,0.3,11.33
1,9/10/2017 12:03,9/10/2017 12:28,2,5,1,N,141,158,1,20.5,0,0.5,4.25,0,0.3,25.55
1,12/24/2017 15:50,12/24/2017 15:54,1,1.1,1,N,143,238,2,5.5,0,0.5,0,0,0.3,6.3
2,4/22/2017 12:34,4/22/2017 12:40,1,0.6,1,N,151,151,1,5,0,0.5,1.16,0,0.3,6.96
2,12/12/2017 13:31,12/12/2017 13:54,2,0.87,1,N,230,161,1,14,0,0.5,2.96,0,0.3,17.76
1,12/26/2017 19:09,12/26/2017 19:16,2,1,1,N,151,41,1,6.5,1,0.5,1.25,0,0.3,9.55
2,8/10/2017 23:37,8/10/2017 23:45,2,1.82,1,N,158,68,1,8,0.5,0.5,1,0,0.3,10.3
1,12/15/2017 14:29,12/15/2017 15:09,2,9.2,1,N,138,164,1,35,0,0.5,7,5.76,0.3,48.56
2,9/26/2017 8:45,9/26/2017 9:09,1,2.34,1,N,148,231,1,16.5,0,0.5,3.46,0,0.3,20.76
1,2/11/2017 14:45,2/11/2017 15:03,1,2.7,1,N,233,114,2,13.5,0,0.5,0,0,0.3,14.3
2,12/2/2017 17:02,12/2/2017 17:13,1,1.9,1,N,146,202,1,9.5,0,0.5,2.06,0,0.3,12.36
1,2/24/2017 23:31,2/24/2017 23:47,1,2.3,1,N,142,170,1,12,0.5,0.5,2.65,0,0.3,15.95
